,users,ratings,shorts,times
132,肖浑,3,这哪是什么恶与兽性啊，完全就是一群蠢货和神经病嘛。其中两个故事就是《无人区》和《全民目击》的复制而且还拍得不如国产片好。,2015-12-05
133,谭不爽,4,一点儿都不荒诞，太现实了,2016-01-13
134,probe,4,拉丁狂欢版的天注定，每段因暴力故事背后都暗示着阿根廷社会的现实矛盾。可贵的是，在揭示政府腐败，阶层仇视，拜金主义等显像下，是人性更本质的东西，贪婪，欺骗，怨恨。同时，最后唯一一个用两性间的爱来成功遏制住暴力的表达也颇具拉丁式浪漫的理想主义。影片镜头很成熟自然，音乐尤其具有黑色幽默,2016-06-01
135,韩景峰看电影,4,虽然它看上去更像是短片集，但是电影出色表现出来的累积至爆发的野蛮具有严格的统一，也在情感上成为一部能够超越国界的电影。《蛮荒故事》是一部很暴力的电影，但是暴力显然不是它的主旨，它的主旨在于这些暴力所表现出来的幽默感和荒诞性，然后让观众来思考人类和现实的荒诞。,2015-04-08
136,连城易脆,5,这种荒诞黑色风格的拼盘电影确实很容易收获好评和青睐，而且确实拍得还不错，只是很容易在这6个故事里看到其他故事的一些影子，比如第一个飞机复仇让人想到《东方快车谋杀案》，第三个路怒症则联想到《无人区》，第五个顶包案又有点像《全民目击》，整体风格又类似《天注定》，但是主题上又不算太一致，就是都比较野蛮而荒诞。对人性、社会、制度等各个方面也都涉及到了一定层次的批评和讽刺，总的来说看着是有较大的趣味性的，可以满足很多人内心对于复仇、对于暴力的想象。,2020-02-01
137,木由,5,每一则故事都很戳中我的点，开放式结局不能更棒。尤爱婚礼一则，最后运镜下热吻吻的癫狂新人双双压在餐刀上，地上的蜡像与破碎的蛋糕遥相呼应呼应，开放给我们婚姻的无数种可能性。太喜欢。,2015-10-26
138,彭萦,4,精彩精彩 六个故事都不错,2015-04-05
139,彌張,4,前四个故事都想说“至于么”，只有最后一个峰回路转，都蛮有趣很戏虐，奥斯卡外语提名这五个都不错（Leonardo Sbaraglia好久没看见他辣~）,2015-02-26
140,安德烈大叔,4,开了脑洞的拉丁族裔，抓住了真正的黑色幽默，这些对现实生活癫狂式的讽刺，来源于他们没有阉割过的自由与奔放，they got balls！！,2015-03-03
141,＃巽＃,4,最喜欢第一个，第三个的车震画面太美太感人，最不喜欢最后一个撕逼婚礼，但是新娘子演得很好 【港译名好评，不能更生动精准，台译名差评，不能更矫情做作,2015-09-17
142,Line,4,狂放而带劲儿的荒诞，干脆利落的暴行。爽快淋漓得非常适合毁灭型人格抑郁症患者。起初盼着最后揭示故事之间的联系，后来觉得这样大概更好，生命本如此。喜欢结尾。,2015-03-05
143,猱困困,4,喜欢：两个傻逼撕逼撕到一起赴死，和未婚夫妻撕逼撕到就地fucking秀。,2019-02-24
144,nikki,4,飞机、老鼠药、抢道、拖车、顶包、婚礼。拖车跟婚礼的结局不太喜欢，其它都很棒,2015-05-05
145,盲忙,4,虽说稍显刻意，但我是真的太太太太喜欢婚礼那段了！！！,2015-03-14
146,水浒三国金刚,5,“肇事逃逸篇”好于“拖车爆炸篇”好于“空难篇”好于“婚礼篇”好于“公路乱斗篇”好于“餐馆篇”,2015-03-30
147,红豆♥,5,想马上回大学去炸了滥用职权给我罚款的图书馆老师,2017-11-13
148,花都满,5,西班牙就是能把欧盟的那种衣冠禽兽的气场表达的淋漓尽致啊啊,2017-11-12
149,草威,3,中产阶级批判大观+玻璃心复仇集锦,2015-03-29
150,摩西不夜奔,5,最喜欢工程师那段,2015-07-10
151,木二开,5,和天注定异曲同工，精神内核是一致的，生活中不经意的暴力,2016-01-03
152,我是墙墙,5,公交车坠江事件想到了这部两年前看的电影 生活远比电影荒诞 电影是一对一 现实是牺牲了一车15人的生命,2018-11-02
153,随遇而安,5,完完全全我的菜！太棒啦！我热爱黑暗，也热爱阳光。,2015-07-31
154,安东妮,5,我要是贾樟柯看完我就烧天注定胶片,2015-04-04
155,留白也精彩,4,同样阐述暴力，达米安更多使用冷幽默，一面让人爆笑，一面让人思考。,2016-05-22
156,马克爱马克,4,工商银行的标志，是现实与荧幕之间、艺术与生活之间的伟大桥梁。影片而言，黑色幽默小品之作，六部短片水准不一，基本涵盖从牛逼到平庸各个级别。,2015-06-25
157,Panda的阴影,5,1.其实，我有点怀疑，有心理疾病的他怎么成为飞行员？还把那么多“仇人”骗上飞机？2.恶有恶报，但这报应有点过了；3.个人感觉最荒诞、最黑色、最有趣的一个故事，他们的性格铸就了最后的悲剧；4.这个偷车，错了，拖车的故事挺牛逼；5.联想到《全民目击》；6.这对新婚夫妇和《消失的爱人》那对有一拼。,2015-03-13
158,诸葛若见,4,酣畅淋漓的复仇。把所有仇人拉上飞机，开着飞机去撞人，属实暴躁。,2020-07-04
159,jagpumpkin,4,SIFF18. 复仇的因果关系在六个故事中逐渐被消解，从必然走向随机，愤怒却越烧越旺越来越失控，最后完全交给冲动和动物本能。看完电影后发现电梯停运了，绕路去车库取车时一辆车横亘挡道，寻人不着，值班室门大开，电话已经坏了很久蒙了一层灰，整个车库空无一人…这场景好黑色幽默，和这电影很合衬。,2016-03-29
160,哪吒.秀莲.虎虎,5,久违的猛片，电影就应该这么拍。要讲啥就直接讲，不拖沓，有转折，铺垫短，处处有惊喜。,2015-04-06
161,小米=qdmimi,5,开车扣满分别组织学习了，集体看看这个片吧，人生里的每个路怒症时刻就是生死攸关的拐点啊。,2020-04-19
162,calf_lau,3,No.37 这是一部被严重高估了的电影。几个故事之间表达的完全不对路，那既然这样，我不如看短篇故事集。,2015-03-19
163,小能七九西,4,颇能抓住人性中突然freak out的那些瞬间和精髓，尤其在同样魔幻现实主义的社会中。很有实现性与创新性的佳作，虽然没想象中那么优秀。,2015-12-29
164,Paco,4,好几个故事都看不出是在黑政府，这更多是一部关于仇恨的电影。极端方式表现它存在于人与人之间的发源、爆发与愈合。精彩至极，但也局限于精彩。,2015-03-08
165,国产凌凌期,5,人人心中都有一头蛮荒的野兽：1.开篇第一个坠机的故事，短小精湛震撼人心 2.第二个复仇的故事稍微显得无聊 3.穷山恶水出刁民，干死这种乡巴佬我毫无意见 4.炸弹哥，天朝需要你 5.可惜被敲死的不是海淀银枪小霸王 6.乐极生悲，矛盾是可以互相转化的，于是有了一个Happy Ending.,2015-04-30
166,二月早春,4,在自己婚礼上识破准老公请来的同事里有一个是他的地下情人，然后控制不住到天台痛哭，遇到出来溜达的厨子好心安慰两句，不知出于报复心理还是一时感动竟然干柴烈火了。,2019-12-10
167,淋,5,张力十足，不知不觉看完了！简直是魔性！！~论出门看黄历的重要性，园丁出门被秒他的五十万就这么飞了，又或者给律警两人分掉╮(￣▽￣)╭最后一个故事新郎新娘都扯平了，他们艹过和被艹过的人都在婚礼上23333【中指引发的血案和最后的婚礼真是太赞了！！,2015-06-17
168,davekozg,5,拼盘电影很难做，比较讨巧的处理是有条时间/感情/事件暗线能最后收起来。像本片这样能够全凭自己独立故事立起来的片子很罕见，导演见功力，编剧尤其见功力，必须赞两位！每个小故事篇幅都很有限，但细节的处理实在见功夫！ #拉美的电影小说音乐真是有非常神奇的艺术魅力啊#,2015-02-23
169,NullPointer,3,回味起来还是第一个劫机的故事最酷。。。其他都不值一提。,2015-07-07
170,安东,4,哈，真是各种负能量的传播者啊。,2015-03-31
171,Lunar C.,5,最后一个故事莫名戳中泪点。宇宙级奇葩的一部电影，骨骼都不能说是清奇得说是变异了，却又是那么贴近生活贴近人性，每个人都该看看，保证里面能看到不一样的自己。2017开年最佳，看完感觉整个人都清醒了。赞！,2017-01-22
172,坍塌,4,蜻蜓点水，流于表面，把每个故事单独抓出来精心打造或许更好。★★★☆,2015-03-19
173,小白兔吃猫饼干,3,作为一部电影很合格，能让人一口气看完，但没有什么出乎意料的地方，荒诞得很刻意，按说阿根廷的德性半你国，只发挥到这个地步，编剧还不如他们政府努力嘛,2015-05-08
174,Comel,4,有意思,2018-04-03
175,KinG羽,5,一路神反转的六个复仇段子，黑到骨子里的黑色幽默，每个故事都充满恶意和荒唐，却让人忍俊不禁，为他们的疯狂，为他们的无奈，为他们的尴尬处境。脸上笑着，头顶冒汗，心底发凉。前有英剧黑镜，现有拉美荒蛮，一样的精妙，不一样的酸爽。,2015-04-18
176,岸边露伴一动不,3,只是想要荒诞吗，其实我可以给你更多,2015-03-06
177,枯藤和老虎,4,"1、飞机7'34""；2、快餐店杀人10'06""；3、在路上18'14""；4、爆炸专家22‘53“；5、肇事逃逸23'28""；6、婚礼29'47""。最喜欢排序2、4、6。1是序幕，比较戏虐。不喜欢5，可能是类型原因，突然正经起来。3按说不错，缺了结尾情节的反转，稍稍差一点。",2015-02-26
178,铲铲,5,看完很震撼。尤其最后一个故事。,2015-05-14
179,#地狱少女可可#,5,真是用生命在生气啊,2016-01-27
180,papa,1,·,2020-05-11
181,TWY,4,从头到尾都是亮点，6个小故事都特有意思，黑色幽默+荒诞讽刺，粗看简单粗暴爽快，细看折射残酷现实，拉美式电影都太魔性了，绝对的佳作！9/10,2015-02-24
182,给艾德林的诗,3,全部且最大的意义就是提供一种情绪发泄方式，配合到拉美那个盛产魔幻现实的地域，总有很多感同身受的带入性...,2018-09-20
183,sosovipp,5,极品剧情。,2018-09-26
184,尼梖可,4,开头就被深深吸引......,2017-06-21
185,二十二岛主,5,回归到了人类最原始的荒蛮心理，这么一比较，《天注定》确实还是有差距。,2015-03-19
186,绿色和平,5,喜欢最后一个故事 ,2017-04-22
187,Roland,4,最后那场婚礼太赞了，意料之外情理之中，真是让人眼前一亮。开场第一个故事最有趣，汽车抛锚那段最血性。餐厅和车祸还行。工程师那个最后结尾不太好，有点太刻意了。小故事还是紧凑点好，扔完包袱就走，拉太长了，想讲道理的感觉就出来了，,2015-03-28
188,易老邪,4,短小精悍、轻松好看。,2016-03-20
189,晚不安,5,阿根廷版《天注定》，获戛纳和奥斯卡提名。六个故事独立成章，却没有各自为政。缺少必要衔接，反倒浑然一体。人在失去理智之后会做出什么反应，《荒蛮故事》告诉了我们答案。一旦动物性占据统治地位，复仇情绪便开始肆虐。如果社会丧失了公义，个人就只好诉诸暴力。其实生活远比电影更荒诞，更艰难。,2016-02-12
190,stacey,4,名字翻的好 荒蛮故事 满满的人性的荒蛮 存在的荒谬 导演是讲故事高手,2016-02-09
191,尧尧,3,一件小事就足以使人崩溃 果然人还是要淡定 千万别用暴力 不然死的很惨,2015-04-02
192,blueshadow,5,拉丁民族才是真正战斗民族。恶趣味，味道足，地道,2017-10-12
193,突围,4,"看到铺天盖地的cue科长，吓得我赶紧查查天注定是不是13年就送戛纳了。你不能让一个现实主义导演去学拉美怎么拍荒诞现实。《天注定》是相当具体的现实语境下的、愤怒的、悲悯的、极具人文关怀的批判作品，基于具体社会事件的再创作；相较于前者，《荒蛮故事》则有更大的剧作空间，来酝酿那些滑稽有趣的故事，做社会实验、人性实验，在视听语言上也更自由。 一个站着指天骂地，一个坐着讲寓言说道理，你不能理所当然认为站着的那位很low。
另外，《天注定》的电影性也不比这部电影差。",2019-05-26
194,BOSS米我要,4,体检前一晚看的电影儿，果真对不对路看两分钟就知道。又暴力又黑色又喜剧又令人超入戏的，实在担心由于太刺激而会影响体检结果神马的啊。,2015-05-17
195,Obtson,3,阿根廷段子电影，但简直就是照着穿过地心另一端的某国拍的。你有你的无公害，我有我的理想国，离经叛道之余洞见社会百态。六个故事中，最喜欢肇事顶罪的那一个，其他几个多多少少都有些魔性到失真。另，有几处镜头机位好特别。,2015-07-06
196,白日美人_S,5,The pleasure of losing control ,2016-09-21
197,周冲,5,原来是阿莫多瓦兄弟制片，一切荒诞与极端，都可以被解释了,2015-08-01
198,zts,4,撕成这样的夫妇还能在一起？三观已被刷新,2015-04-11
199,toto,4,各式各样的撕逼大战，阿根廷人民恶狠狠的幽默。,2015-04-21
200,[已注销],4,ICBC是怎么混进去的？#天注定#,2015-08-31
201,朝阳区妻夫木聪,4,感觉还是比《天注定》高明太多了，虽然也不能这么比，毕竟风格差太多。荒诞讽刺，黑色幽默，极尽癫狂戏谑。几个小故事之间虽无关联，但又相映成趣，张力十足。谁敢说荒诞的生活不是生活呢？人性啊人性。最喜欢第三个两汉子公路撕逼的故事。生活如此美好，我却如此暴躁，这样不好不好。,2015-04-01
202,宅拾叁,4,敢想不敢做的都做了，内心的恶面全面爆发，所以不管给一星五星都会至少有看的很爽的一个故事，大致只是价值观认同的问题了。剪掉餐馆那一段就给五星。算15年。,2015-06-28
203,起床，吃饭,4,拍得很棒，就是故事没有特别出乎意料，基本都能猜到大致结局。太狠了，拉美人民真有魔幻精神。,2020-04-09
204,大耳朵_,4,让人啼笑皆非的故事,2017-05-04
205,隔壁LEO在唱歌,4,太他妈爽快了,2015-05-12
206,carina,3,……最后一个真是不要太棒，尤其是把小三甩向玻璃的那一刻，我的妈呀，肾上腺素都要飙出来了，相爱相杀,2015-06-16
207,雅诗兰豆,5,从疯狂的社会拼图中透视现实人情，真是环球同此凉热，相当的感同身受！更难得的是夸张的情节中不失合理性，人物感情细腻可信。与《天注定》相比，少了造作，多了流畅。构图运镜颇为讲究，演员们也是不能更棒。炸药哥和婚礼大反转这两个故事尤其有意思。,2016-05-01
208,H!karu,4,人欲显然是最荒蛮的野兽。,2016-02-13
209,鬼腳七,3,噱头大于故事,2020-02-15
210,快门,4,究竟是电影本身荒蛮还是真实的生活更加荒蛮。,2017-08-01
211,汽车大师,4,南美天朝，原来我痴迷我阿二十五载不是没有缘由的,2015-04-25
212,.瑪 德 琳.,3,最后一个是什么鬼,2018-05-25
213,扎扎木,5,跟《黑镜》类型差不多，只不过并不科幻，而是非常贴合现实。,2018-03-13
214,王富贵,4,最喜欢最后一个故事，简直《消失的爱人》精华版。,2015-03-14
215,orbit,5,小心眼奇趣集。持续喷发的报复心。最后的最后，原谅最温柔。那一伸手，太艰难又动人,2015-07-22
216,影毒肥佬,4,8.9/10,2017-08-26
217,不流ᝰ雾岛夜随,4,个别有闪光，整体还行吧。,2015-07-04
218,萝卜特别圆,4,冲动和贪婪是魔鬼。生活充满无数矛盾、黑暗和挫折，刹那间的暴力冲动往往会引发难以收拾的蝴蝶效应，对社会、对人生的讽刺和残酷犹如冰渣深入骨髓。克制而冷静的叙事方式，点到为止却意味深长，人性的探究和剖析值得品味，荒诞不羁，黑色幽默，精彩绝伦，拍案叫绝.,2016-03-12
219,张苑希,4,真脑洞大作，太流弊，1、3、6都挺不错的，尤其6简直刷新三观开启新大门。音乐风情，人物立体，剧情饱满，黑色幽默，就是故事的质量参差不齐了些，以小见大，影射暗喻，千姿百态，叹为观止。,2015-07-26
220,linsang,5,年度最佳终于诞生啦！！继《登堂入室》之后又一心水佳片！好久没有抱着电脑不暂停的看完一部片了，表象荒诞让人忍俊不禁，背后却都是一只只可怕的恶魔。可怜之人必有可恨之处，可恨之人必有可怜之处。这并不夸张，都是在脑子里打过转的场景，别不承认。,2015-11-06
221,T.V.Zoe ி,4,编剧教科书  适合当作业,2018-02-08
222,饼,4,最后结婚的那个故事就是告诉我们，没有什么事情是一炮不能解决的，如果有，那就两炮,2017-04-23
223,[已注销],5,老鼠药过期，是更毒还是不毒？,2018-06-09
224,斩杀,5,看撕逼看得很欢乐。,2016-07-05
225,嘉木│,4,1，3，6。神经病就该跟神经病在一起,2015-12-26
226,生人回避,4,予人施暴，予己施暴。,2017-10-07
227,年级第一朱朝阳,5,生活里一些微不足道的小事，往往会成为杀人的利器。,2015-11-21
228,雨夜飞行,5,充满张力和悬念的电影，几个故事是在当下的窘迫中杀出一条血路。最喜欢最后一个婚礼上相爱相杀的故事，当她忍无可忍癫狂放肆之后，他依然能够无奈地向她伸出包容的双手，这么懂的人，不是真命天子是什么？,2015-03-26
229,回望长安已苍老,4,无定向丧心病狂，这个名字着实精准,2015-11-03
230,豆丁,5,说是喜剧，其实都是悲剧,2017-11-02
231,宝宝果酱,4,同样阐述暴力，达米安更多使用冷幽默，一面让人爆笑，一面让人思考。,2017-05-02
232,闲人,3,和《天注定》有本质的区别，《天注定》写的是在极端环境下引发的暴力，一句话就是社会逼的，这很无聊而且没意义。《蛮荒故事》里面的人物本身就有暴力倾向，他们都是偏执狂都是“刁民”。,2015-04-20
233,光's猫撒,5,有2个故事印象深刻,2015-09-13
234,基尔,5,简直是把生活里遇到操蛋事的内心戏全都演出来了 最后的婚礼虐者虐着最后竟然被治愈了,2015-10-23
235,文森Vincent,3,百无聊赖的生活下的一丝异常，比如冲动，妒忌，恨意，较真……荒诞的故事，然而野蛮却是真真实实的人性。★★★,2015-04-25
236,小蚂蚁不撑伞,4,看的时候觉得莫名其妙又丧心病狂，回味一下又觉得蛮不错的。ICBC出现的那一刻我简直惊呆了...,2015-10-09
237,桃尔卡,5,2015最喜欢电影,2016-02-05
238,撒旦的表妹,4,拉美人民都是暴脾气😂  第四个以暴制暴和最后一个相爱相杀的故事真心赞,2015-10-02
239,Haleyrink1897,4,b站已阅 爽文集合 这种片出一个可以四星，如果跟风那就没意思了,2020-10-18
240,yocofcjx28,5,非常好看！几个故事岁短小但精悍，不长的篇幅将故事说的那么精彩，全程无尿点！,2017-10-11
241,河北上将文丑丑,5,以往也看过这种几个独立小故事组成的电影，但是像本片每个小故事都很精彩的非常难得,2015-03-09
242,煤十斤公爵,5,和贾樟柯的《天注定》类似，同样6个故事，6个处于边缘状态的灵魂。对于“文明”社会，他们做出了如此“荒蛮”的事，却并不荒蛮，只不过是对生活的无奈转化为的反抗。却又不同于天注定，多用荒诞的黑色幽默。手法比贾成熟许多。反映的也不仅仅是社会现实，还有人性中“恶”的一面及因果报应。5星,2015-08-19
243,U 兔,3,限于篇幅让很多故事进展得有点单线程，而且并不是非常的爽，拍摄也有点粗糙，节奏快，就是不能给观众太多思考余地，否则容易出现让人觉得无法信服的部分。最喜欢而且觉得最具有荒诞性的是两辆车打起来那个，笑了好几次；拍摄最讲究的是餐馆下毒那个，构图打光都觉得很好，故事也不错；婚礼那个一开始所有人的关系就有一种塑料感，更愿意这样认为：是创作者故意做出来的吧。第一个其实应该是吸引人的，但做的不酷（更何况能实现这么多人不知情上同一个飞机简直是难到只有一厢情愿才能达成的情节吧，那么上飞机前的事不是更值得书写么），睚眦必报、心理扭曲、最后还伤害了两个无辜的人，这样的“复仇”怎么也让人共鸣不起来。但全片表现的当代感是很喜欢的。三星1是因为没到爽点，2是总评分比我预想高了太多。,2020-04-12
244,凡不凡呀,5,公路故事和婚礼故事简直牛逼,2016-02-29
245,国王KING,3,集中在人性的杀戮与破坏上。每个小故事都被引入最坏的结尾。,2015-05-30
246,塔拉胡,4,阿根廷版世界奇妙物语。但是看完第三个故事，觉得这就是日常之怒庸常的恶。,2020-02-16
247,幻影刺客,5,每一个故事都很有意思，侧面了解到了阿根廷的腐败。,2019-02-18
248,karwaii,4,建议改图改到想杀了甲方的时候可以看看，爆发你原始的冲动，造福人类。,2019-01-05
249,某J。624,4,原来是六个独立故事构成的，短小精悍，起承转合太有意思了，每个都几乎张力十足，不过整体还是有点层次不齐。公路“殉情”和结尾婚礼两个最好玩。,2020-05-18
250,大灰狼的兔,5,阿根廷年轻导演达米安·斯兹弗隆，凭借此片，一战成名。6个关于爱恨离愁的荒诞短故事，你看见了哪些怨愤、复仇、暴怒，似曾相识？最喜欢公路那段和最后婚礼那段，谁也没有放过谁的，最后同归于尽；那么大的欺骗伤害的，反而宽恕了彼此。一念一世界。,2016-08-12
251,羊男的乌鸦,3,最后上演了消失的爱人。我们要彼此亏欠 我们要相互折磨。最喜欢那个飞机的开端。,2015-03-12
252,V.Dunham,4,带有南美短篇的文学性，精悍且充满活力。不是专横的蛮荒，更有骨子里的浪漫和童趣。,2015-03-01
253,林三郎,4,开场飞机上的故事相当惊艳，中间的路怒故事够野蛮，紧接着炸弹专家的复仇几乎是全片唯一让人感同身受的故事，片尾的婚礼谈不上喜欢，但最终的和解与狂热拥吻真是点睛之笔。,2017-04-07
254,畸小山,4,短篇小说集。以后能出个短片大师就好了，老子就拍短片，打死你们丫的。最喜欢婚礼撕逼，这段里的人最走心了。,2015-05-06
255,#ArtfulDodger#,4,最后的婚礼活生生地拍出了天涯直播的感觉……,2015-04-04
256,bay135,4,四星半。。NB啊！要不是短篇集，妥妥的五星,2017-05-17
257,小重山,4,几个小故事连缀，还不错。汽车上两个难舍难分、拼死争斗的焦尸；替主人顶替的仆人，头骨碎裂声。,2018-11-22
258,面白饭Θ☉Θ,5,哈哈做人还是不要太钻牛角尖，每个故事居然都能让人发笑，讽刺也好无奈也好。,2016-09-16
259,第十个缪斯,5,心中的超五星 太喜欢了,2016-12-16
260,J,5,卧槽！！！！！！这种小故事拼接我就从来没看过有意思的。,2018-02-05
261,我不在的一天,5,每个故事都好看,2019-04-20
262,書衣偵探華斯比,3,人被各种愤怒压抑久了，总会爆发！爆发的那一刻确是畅快的，但只觉得戾气太重。,2017-06-02
263,Arist,5,看到重庆万州的事件，想到了这里。,2018-11-02
264,不列颠下的蛋,5,我简直要爱死这部电影了！一个个最平常的故事经过意想不到的发展趋势演变成荒诞的结局，有趣惊讶又耐人寻味，这样的编剧才是真正会讲故事的编剧！,2015-03-10
265,feeling,4,影20166：现实主义大片！这样的故事何尝没有发生过！某些暴力是因为……，远离垃圾人。婚礼只是个闹剧，不会长久。报复心重的伤人害己！,2020-03-23
266,科尼斯堡的邮差,4,"8/8.5
开场就被魔性的飞机哥给震惊了
为工程师点赞
敢直面现实更敢于去与之抗争的人是每个黑暗时代的英雄
我们披上文明的外衣逐渐走向了腐化堕落的歧途 对于文明的野兽来说 也许暴力才是最终的解药",2016-07-07
267,支离疏,4,最后一个故事看嗨了。。。,2015-03-17
268,小熊QQ,3,不太喜欢色调，泛黄的画面，愤世嫉俗中年男人的视角，有几个故事非常不错。,2020-03-27
269,辣舞斯旮雷特,2,婚礼为什么要量血压？有几个故事还行，有的故事是凑数的吧。,2019-09-05
270,沙漠里的一条腿,4,最喜欢1/3/6。感觉这片子代入感很足，会让人不由自主地想，如果换做我，我该怎么做。,2018-10-10
271,半个桃李林檎,3,段落式故事，还不如看Sexual Tension Vol 1里的cocktease荤段子呢,2015-03-19
272,文森特,4,给劲，到位。真应该拍个中国版的，北京的公共场所里有的是素材。,2015-04-21
273,小东邪,5,爆炸拖车那个特别像俄罗斯式小说，被制度逼疯的普通人，一个环节的错就像推倒了多米诺骨牌，然后哗啦塌陷。,2017-12-23
274,坊や,5,每个故事都很精彩！情节表达触动人心深处。最喜欢第三个故事。西班牙电影都很好看。★★★★☆,2017-05-21
275,允许困难,5,震惊到我全程嘴巴张成O字型，合都合不拢！虽然是部黑色喜剧片，但是在最后一个故事天台那段，又意外有着普通爱情片都没有的真爱火花。“那晚的夜空像渔火，我们在渔火中完成此生最后的拥吻。”,2020-04-25
276,chequel,3,#柒捌捌〇看电影#1、以暴易暴，荒蛮但真理；2、这几乎不都是我《无奈者的天堂》的主题嘛，爆有共鸣感；3、第三部Ricardo Darín的观看记录。,2015-08-30
277,小Q有强迫症。,4,荒诞，黑色，压抑，讽刺，哭笑不得。,2017-01-09
278,八月槎,2,没觉得好,2016-04-06
279,小王子,4,最后那个故事里的女的那么作，我觉得她丈夫婚后的生活会更加精彩呦~,2016-08-28
280,Matchstick,4,我们用整洁的套装，豪华的居所，便利的生活隐藏起自己的本性，但当仇恨来敲门时，我们还是会像wild animal一样为复仇的快感而狂欢。,2015-03-29
281,卢子鱼酱,5,第二次看三观不正的电影。不过我怎么这么喜欢！！！！！！第一次是《天使的性》 貌似都是西班牙的！！！！尼玛！！！！,2016-01-16
282,林子要好好学习,5,今年我的十佳之一。最喜欢飞机、追车以及最后的婚礼,2015-11-11
283,[已注销],3,荒诞是足够荒诞，但是似乎也只剩下荒诞，这也许就是这些琐碎故事的共同点了。,2018-02-05
284,一,4,每个故事都很棒，反映的是6种不同的复仇状态，释放出了人的恶，虽然如此狗血，却又是如此的真实，真实得值得你自己反思自己。每个故事，结尾的选取，总是让人觉得津津有味。特别是最后一个，引人暇思。充满了无数的可能。,2018-12-29
285,珍妮的肖像,5,婚礼这个真好，片尾华彩,2017-11-04
286,希声,4,不要逼我，小心暴走。,2016-06-05
287,seabisuit,4,好片不怕看得晚，尤其是这几个小故事题材可以说是不新鲜，但他能全程保持那种不知要发生什么或者里边角色要干的事情能满足观者的心理需要，在影片里把那种愤怒的情绪发泄出来，同时讽刺力度又是那么强，这种感觉真是过瘾。其实好多时候身处现代的普通人离那些暴力事件只是一线之隔，后想很恐怖。资料馆,2017-05-14
288,Anamnesis,4,实在喜欢首尾,2015-08-16
289,蓝抑郁剂 Lily,5,每个故事都很有薄点。从第一个故事开始惊艳，到最后一个故事，虽然也有过于无厘头和黑色的感觉，但是编剧秒杀一切了,2018-07-11
