,users,ratings,shorts,times
290,451½°F™,3,以私人情绪化侵犯为缘由，最后以情绪化的方式达到宣泄，「蛮荒」的意义尽在于此，不过编导的立场还是暧昧而动摇的，对于这种「原始冲动」的归宿与评价一片模糊，也只适合同样毫无立场的观众口味。,2020-05-28
291,劉咳暝,2,太无聊了，一群疯子。,2015-10-06
292,软糖莫爷,4,一群神经病，偏执极端，完全猜不到这些神经病下一步要干嘛，还真是无定向丧心病狂；除了婚礼和炸薯条，飞行员、两个司机、撞死人顶包、爆炸哥几个故事都喜欢,2016-02-06
293,六月。喵,5,生活往往比电影更荒诞,2019-06-02
294,蒜 | BOY A✎,4,世界如此美好，你为何如此暴躁,2020-10-14
295,公民阿良,4,大家都希望恶有恶报，但是没人愿意动一根手指去做。你要为自己骄傲，孩子，悲惨一生中总算做了有价值的事。,2020-02-05
296,深邃,4,这就是黑镜缺少了高科技元素的产物嘛～,2015-02-28
297,微喵的兔姑娘,4,Nice!!!!,2018-07-19
298,阿朽,4,西班牙爽片,2020-07-06
299,冷杉,4,6 个小短片。话有稍稍点多，其他完美,2020-05-05
300,Leon,4,报复社会，报复仇人，报复政府，报复老公，报复小三……看起来爽爽的，生死看淡，不服就干。另，特别喜欢最后一部分，婚礼尾声，新娘看新郎的小眼神，既爱又恨，既委屈又愤怒，还有点难舍难分……他们的婚姻生活会不会幸福不知道，但一定如他们的婚礼一样刺激精彩，哈哈,2020-08-24
301,蕉农,5,炒鸡有意思！！！！,2015-04-25
302,不懂相负,5,从小故事展现更多的社会现象和揭露人性，手法很巧妙，一些反转的剧情也让自己笑起来，脑洞大开，相当不错！,2017-05-25
303,hitlike,4,黑色电影佳作，讲好-好故事，导演那强大的掌控能力令人折服。,2015-03-06
304,无敌的我 @ 头发快点长,3,小故事组合的编排我还是更偏爱love actually式的小温情，黑色幽默的荒蛮与直白更适合作为心理悬疑长篇，意犹未尽。几个小故事里最喜欢最后相爱相杀婚礼开始的场景，比起参加过在朋友圈看过的演戏般又平淡的婚礼现场，蹦迪泡吧式摇滚音乐跟着节奏摇摆的婚礼现场简直是不能更棒了～！,2016-02-24
305,第七大陸,4,黑色荒诞中描述人性，很喜欢第一个和第三个故事。,2017-01-16
306,Lonely,5,9.0/10 分。。。我是如何从一个人见人爱、花见花开、车见车载的人，变成了癫狂的、疯狂的、痴狂的、精神病患者的故事。。。,2016-04-14
307,Flug_G,2,一点也不蛮荒，完全没有惊喜,2017-04-02
308,Shah™,4,有点意思但又没有那么有意思。3星半,2015-04-07
309,vieplivee,5,现实超越了魔幻，直接抵达新境界。好久没看过这么刺激的电影了。看来还是新导演值得期待。,2016-01-10
310,Vamei,5,六个复仇的故事。编剧太有才。画面语言也用得很到位。,2017-06-15
311,Whatever,5,6个独立的小故事都很好看，喜欢第一个（飞机报仇）第三个（司机较量）第六个（精彩婚礼）,2017-09-26
312,一匹讲故事的马,4,喜欢公路自相残杀、爆炸师复仇以及婚礼撕逼三个故事。尤其最后一个故事，道尽婚姻一万次杀死对方却又一万零一次决定在一起的真相。,2018-07-16
313,情不知其所起,5,过了个瘾,2019-01-09
314,空灵赌徒,1,人物都歇斯底里 情绪化 无理取闹 就算是有理取闹吧  我就恶心这样的 还凑一块了  虽说看完了 但挺讨厌的 『2016.05.25 腾讯』,2016-05-25
315,我爱阳光,5,太尼玛棒了！尤其喜欢工程师和复仇新娘的故事，真是屌炸了！,2015-07-28
316,周成莞,5,这几乎是我在荧幕上看过的最牛的短篇小说集，黑色幽默和讽刺的教科书。特别推荐春晚导演和中国小品的创作者们反复看。结构上像《天注定》，但强不少。,2017-05-13
317,沐渔,3,六个开头很牛逼结尾很太监的半成品故事。,2019-08-17
318,砍省,3,照天注定差远了，更让人失望的是，很多片迷的价值观有问题，把心胸狭隘，有仇必报当作声张正义赞扬一番,2016-02-07
319,c. velasquez,5,"讲故事的功力真棒 配乐很好 大众接受度好不意味着这片low  二人相争的故事最后一句台词“crime or passion?"" 何尝不是同样适用于婚礼的故事（小型肛狗  最喜欢爆破工程师的故事 结尾吹蛋糕蜡烛时他脸上的闪光让人想到什么？安排炸弹时的闪光  开篇各种野生动物的特写 想说的不仅是残酷 是残酷的美（学",2015-03-17
320,雁城,4,个人失控和社会失序交互的故事群。比较喜欢第二和第三个，有比较intense的情绪累积和荒诞粗砺的走向，而其余的最多算是黑镜的低配版本。虽然故事和故事之间的相互独立是此类电影的普遍操作，但意义和气质方面的缺乏呼应还是令人遗憾。说得直白点，我看不太出它要作为一部电影，而非迷你剧集的必要性。,2017-10-30
321,Laven,5,Fuck you all！,2017-08-28
322,非虚构,5,不作死不会死，爱上了片头故事！劳资喝多了，甭逼逼，你们都去死吧！,2017-11-20
323,hvangwei,4,我想看个喜剧，却巧合的看了几场撕逼大戏。最喜欢第一个，一个没落下,2017-08-06
324,慕奇蘭,4,四个字评价这个影片叫做“鸡儿梆硬”，只看了一半就觉得非常喜欢了！如果我做导演的话这就是我要拍的影片，暴力才是人类永恒的母题！！莫道君头硬，更有硬头人！！！,2018-01-18
325,有寂,4,工程师和婚礼不错  序章南美小说感觉,2015-03-12
326,阿紫,4,看得胸闷，有几个复仇复得太狠，有几个复得不够狠，我的黑白人格在左右摇摆,2020-04-01
327,Alice梦游仙境,5,荒诞又真实 是生活 拉美人民多奇志,2018-11-02
328,龙皇,5,"触目惊心，惊心动魄。喜爱排名如下：
第1名，公路斗气，真实地反映了人失控后做的错事，结局让人大跌眼镜，远离垃圾人。
第2名，肇事背锅，意味深长，讽刺深刻，可惜嘎然而止意犹未尽。
第3名，爆炸专家有点偏执狂，对社会不满，固执自私任性，有理却未能正确表达，纵然你是对的，但在缴费窗口跟收费员申诉有什么用，砸玻璃、投简历更表现了其狂颠冲动不顾后果的性格，果然是个技术直男，性格决定命运，看来只有监狱才是最适合他的，不要担心生活，还被狱友和网民尊重。
第4名，同一架飞机，有点意思，但有点荒唐太巧合，大家不要欺负老实人，不管他是不是倒霉鬼。
第5名，老鼠药，有仇报仇，善恶终有报，但有点突兀。
第6名，婚礼惊变，女主一开始笑得很开心，知道真相后就疯狂了，新郎最后不是把她杀了，就是和她互相谅解或折磨过一生。",2020-03-02
329,旧书君,4,西班牙的风土人情真是格外亲切。复仇了五出戏后最后一出居然和解了。神来之笔。希望最后一个故事出长片。so cute ,2018-03-11
330,冰块队长,4,结尾wtf。不过我的婚礼上也要放Sia的歌,2017-07-27
331,AsuraHu,5,拨开每个文明人的外衣，都会看到野蛮的内里。精彩程度如正弦曲线一般的故事分配：劫机报复、毒药刀捅、车内爆炸、吊车爆炸、车祸顶包、婚礼闹剧。黑喜剧风，有笑点，有厚度。把愤怒都消解在了讽刺中，揭示“不应该”在现实生活中的普遍，更显出社会顽疾。这样的举重若轻，比控诉更有力。,2017-05-13
332,夏昊在拍电影,5,这就是我以后想拍的电影,2015-03-15
333,子非材,5,"6个小故事，个个有趣，个个高能，个个反转，个个荒诞，还个个都似乎合情合理，这就足够了不起！
但整体明显是零散的，没有像《低俗小说》那样串联先前散乱情节并最后爆发的结尾，这点是令我遗憾的。",2019-06-04
334,Mathilda,4,第三个我笑死了，我先前吃鸡的真实写照,2019-02-24
335,身是客,3,炸停車庫活像天朝寫照。,2016-07-07
336,YangYang,5,角色视角都有足够的代入感 佩服,2015-05-18
337,飞鸟栖枯枝,4,“嗨呀好气呀可还是要保持微笑”的另一种可能~,2017-02-26
338,阿茶,5,拉美写手脑洞大，拉美人民欢乐多。长短不一的复仇小故事，充满幽默、讽刺与荒诞，却是人心深处被压抑的罪恶幻想的现实主义写照。片头精致有趣，人不过衣冠禽兽；每段戛然而止的结尾留韵。,2015-03-24
339,爆米花教主,5,最后一个故事，新娘的复仇，太给力了,2015-07-09
340,西希弗的石头,4,最后一个故事很有趣，也是最为暴力的故事，新郎新娘明知道发生过的事情将会是今后生活的噩梦，但仍然把戏继续演下去，维持现状比改变更为暴力。,2016-01-20
341,血源2出了吗？,4,觉得一点都不荒诞，现实得很,2015-08-15
342,圣墟,4,始于荒诞，更止于荒诞，故事有点流水,2016-11-22
343,pepper 安,4,西班牙的电影果然很多惊喜，一开始看前几个小故事没啥感觉，就觉得怎么没有逆袭没有包袱，真的就因为一些小事就挂了，看到后面发现有些灾难性冲突的起点真的就在微乎其微中，以至于特别紧张那个婚礼现场的故事也是悲剧，直到最后都提着一口气，结果没有想到啊,2019-07-04
344,朱熠,4,喜欢程度3>6>2>5>1>4,2019-11-05
345,穆如初,4,你方唱罢，我登场。人性本恶，谁没有个压不住火气的时候呢。很精彩。最喜欢最后一个，天台好美呀。,2019-06-19
346,沙力兔,4,一部讓人怒氣值max又覺得新奇無比的電影～三個人邊看邊吐槽不能更歡樂！片頭的野生動物都拍的好美 那個在橋邊反殺反殺再反殺的故事不要太搞笑噢 期待導演以後會有更多這樣子的作品～ ,2015-07-03
347,秋库布里克,4,【B】年度惊喜，故事个个好玩有趣，但也是太精心与情节编排了，反而故事编的不太圆，几乎每个都多少有些虎头蛇尾，当然你说这就是荒诞，那我也没话说。,2015-03-06
348,Socrates,5,简短有力,2015-05-01
349,川总,4,荒诞真实,2016-01-27
350,饭夫斯基,5,现实就是这样的，读新闻只是一笔带过，对身处其中的人那不幸的遭遇只有勾勒而没有描写。诉诸暴力只是因为此情此景都没能允许人们做出更好的选择。江湖讲究快意恩仇。爆发仅仅因为到处都是此路不通。,2018-03-04
351,小舞舞,5,分段式的黑色小故事，从不同层面讲述暴力的开端高潮和结局，不同的动因，会产生不一样的效果，很现实又很奇妙，有意思的展示,2016-11-10
352,文泽尔,5,这部是真的不错 西班牙的黑色幽默片水准一直在线,2019-12-17
353,朋克大帝,5,司机骂声娘，大娘除流氓，爆炸是艺术，砸死替罪羊，滥交报复你，故事很荒唐,2016-03-06
354,半日光辉,5,有些小瑕疵，不过没关系,2018-01-02
355,一种技术,4,剧本真好,2019-11-20
356,大波罗霸,4,荒诞的大起大落，片头很有意思，最后一个故事反转的有点惊呆了……,2015-04-13
357,厦门雷少,4,故事不错。狂野了些。,2016-03-21
358,Noel,5,Out of Control！,2019-03-15
359,浑浑噩噩,5,果然戏如其名，够野蛮，够荒诞，无论科技怎么发达，社会怎么进步，人始终还是动物，基因里还是会携带那种原始的兽性，野蛮，暴戾，丛林里有法则，弱肉总被强食，但角色并没定格，你总不会是狮子老虎，或许你只是绵羊白兔  ,2019-05-03
360,bayer04,3,既没有很爆笑也没什么剧情大twist，安静的小讽刺一点都不好玩！好失望,2015-04-08
361,艾晨,5,蛮横社会，荒诞现实。故态萌发，事魇不断。简单粗暴，直截了当。帅！,2015-03-24
362,心台,4,最喜欢炸药哥的故事！,2015-05-15
363,哼哼.floweray,5,别动不动和天注定扯上，贾樟柯哪有这么喜感？,2015-03-08
364,阿吉娃娃,4,六段荒蛮故事，一曲黑色幽默，暴戾社会，失控人性。比较喜欢炸药工程师的故事，一个平民好人如何在社会压力下一点点积攒怨气爆发出反社会人格，值得人深思自省。,2016-02-11
365,且歌且走,4,精彩是精彩，不过也只是段子集,2015-05-11
366,二货云,4,真的是爽爆了。直白，粗暴，每段都是精华。,2019-08-26
367,69.DDC,5,特别喜欢第三个故事，一奥迪白领在乡村公路上遇上奥拓哥，相互调戏后奥迪超车疾速前行，不料不久后爆胎搁浅桥边，奥拓赶上，奥迪缩在车里任由奥拓羞辱，倆继续互相调戏，只是事态升级了，最后俩车都掉河里去了，倆都死了……,2015-05-19
368,欧富贵&LOL,5,哈哈 人真的就是这样了,2015-07-02
369,Zhang Yixin,4,作死的100种方式。西班牙电影就是可爱,2015-11-05
370,Killjoy,5,贼喜欢！,2017-08-18
371,伽树,5,迷你版黑镜,2015-09-04
372,丁卯,5,婚礼>斗殴>顶包>爆破>毒杀>空难。Hasta que la muerte nos separe。如果深爱，相爱相杀也不错吧；如果没有，那就做一个理智而无趣的人吧。,2020-03-16
373,望月封道,4,在这个无聊的小时代，蛮荒所带来的更多是有趣。,2015-04-02
374,C,4,音乐棒,2015-06-12
375,爱在午夜降临前,5,那些我们愤怒时想干却不会去干的事。,2016-08-30
376,Neroat,4,印象最深的三个故事是：从后厨冲出来几刀捅死政客的大妈，公路上路怒族相互殴打最后同归于尽，结婚典礼上相爱相杀癫狂报复又和好如初的夫妇。很多时候，人还是需要更多的忍耐力和包容心啊，要不然一点小事也会招致杀生之祸了。,2019-09-08
377,奔放的招财猫,5,带感,2015-07-07
378,高尔吉亚,4,炸弹哥很犀利，但现实里不可能有人会冒这个风险做这样的事情。倒数第二个，很符合现实。 最后一个故事的结尾不符合现实，只是导演给观众一点希望而已。,2016-05-26
379,攻围守,5,荒诞的背后，又何尝不是真实。,2020-10-16
380,Chuck,5,我最愛西班牙電影有沒有！！！從來不讓我失望！！！生活就是悲喜交加！觸底反彈，否極泰來，哭笑不得。,2016-01-01
381,宇宙真理猪大肠,4,6个独立的复仇故事，有长有短，蛮好看的。,2015-03-04
382,闫香菜,4,负能量满满的,2015-07-19
383,小仙,5,。。。。简直了。哈哈哈哈哈哈哈哈，好片！,2017-11-29
384,课堂.课本,5,哈哈哈，阿根廷版《天注定》。,2015-03-30
385,赛末点,4,最喜欢第一个和最后一个故事，最后一个实在是太精彩了,2016-01-17
386,小灰烬,4,酒神精神,2020-02-20
387,芒果游侠,4,无不荒诞然而无不真实。你以为自己在文明现代发达的时代，一念之下，世界仍然蛮荒。,2017-09-22
388,Visages,4,道德、犯罪与因果，其实是把每个人心中犯罪念头外化为主观能动，事件荒诞，极其讽刺。它展现的是扭曲的社会与人心，还有文明社会中的野蛮行径。,2016-02-21
389,宇宙塑胶魔怪,5,开车的时候不要跟神经病斗气,2017-11-10
390,姿,5,牛逼,2015-10-14
391,小中,5,因为工程师炸毁拖车公司这个故事，这部电影就可以给五星了。这个世界需要光明，需要正义。,2018-05-01
392,基督的中指,5,社会充满戾气，一定是体制问题,2016-09-29
393,爱睡觉,5,太他妈有意思了！！,2016-01-02
394,听说桐岛要退部,5,六个丧心病狂的独特故事，捧腹大笑的失控场面，从平静到爆发的精神转变，最后的一切又归于平淡，而故事更巧妙之处在于你猜得中开头，却料不到结尾。,2016-02-29
395,Lady Fiesta,5,屎尿血占全了的黑色复仇故事合集，第三个anti-gov的故事结束后全场突然响起了热烈的掌声。。。,2015-06-22
396,杨谧,4,西班牙电影,2015-07-08
397,亦枫,4,very dramatic,2015-04-25
398,听影客,5,看到中途想起了《更好的世界》，但看到结尾感觉并不相同。这6个人故事串在一起，似乎共同点是冲动。,2017-11-02
399,胡天翼,5,好生猛。,2015-03-08
400,东北洪常秀,5,六个故事各为一体，文本简练又充满戏剧张力，镜头语言丰富。故事荒诞又合理的发生在文明社会，肢解了文明社会中规则与道德的外在架构，漏出了内里已经扭曲不堪的人性或者兽性。众所周知，人类之所以与野兽区别开，是因为人能控制情绪并理性的通过逻辑行使行为，而电影通过强情节设置，迫使人的情绪失控，上演了一出出可悲可笑的悲剧。黑色幽默之余，预留了广阔的反思空地。,2019-07-16
401,合纥,4,电影有点有恶气无理喻的感觉，看着倒是痛快，不知道阿根廷人民会怎么看这部片子？六个复仇故事，有点荒诞、小失控，不过正是这种感觉，又恰恰很拉美。这么高的分数，还是出乎意料。,2016-09-20
402,七海,5,爱死了! 全部都是情绪游走、一念使然、爱恨情仇的酣畅与淋漓尽致,2020-04-05
403,fefe,4,目瞪口呆,2016-01-04
404,珠我好运,4,高级动物版《动物世界》，揭示了动物性是人的本性。,2020-03-02
405,冥想高潮,3,西式黑色,2015-12-25
406,N米,5,部部精彩！具有创意，曲折，接地气，微电影典范！,2015-03-17
407,海德,4,最后的婚礼故事实在有点过了。。。好喜欢那个激情犯罪的一对，lol 感觉剧本除了饭馆和结婚的，大部分还是都在意料之内，然而这种恶趣味确实对我胃口。,2017-04-05
408,更深的白色,3,有点意思,2015-08-31
409,叉烧包小队长,4,南美人民火气大【。,2015-04-23
410,凌麦儿,4,酣畅淋漓。,2015-04-19
411,mobscene,4,每一个故事讲得都很有代入感,2017-02-25
412,小愉深情款款地,4,“爆胎”和“皆大欢喜”两个故事最出彩。,2015-03-16
413,Dobby,5,拉美出奇才,2020-02-22
414,Enid,4,虽然略简单粗暴，但拍得干练看得爽,2015-09-19
415,桃谷仙人,5,婚礼的那个故事真是好评哈哈哈！,2016-04-10
416,麟,5,黑色幽默 讽刺的 荒诞的 故事 炸弹哥 疯狂新娘 相爱相杀的两个人 路怒症的极致,2019-03-17
417,喵星人不吃鱼,3,大概只有第一个，第三个，第五个，才是我想看的。最后一个应该拿出刀捅死才对,2017-08-17
418,孑然殇逝,5,生命中最抓狂的小事(台) / 无定向丧心病狂(港)，台湾和香港的译名感觉指向了两个完全不同的方向。不过这6个故事确实真是让人丧心病狂的生命中的小事,2015-07-28
419,朱朱朱古力♥,4,路怒症那个故事真是直击心灵 新年了要冷静,2020-01-01
420,阿Gin波尔迪,5,赞！好看！,2015-06-25
421,回味偏苦,4,喜欢炸弹、园丁和婚礼这三个，拉美果然是产荒诞故事的地方,2016-03-01
422,胖胖,4,最后一个故事太好玩,2015-05-09
423,翟墨子,3,3.5,2015-06-14
424,布拉德痞特儿,4,有些荒诞吧，但拿捏的还算稳当，有借鉴也有创新，如果不是最后一个故事的最后让人跌掉眼镜的一段，也只能算是导演的卖弄之作。,2016-03-03
425,张兮兮,5,你逼我逼你。1100,2016-06-22
426,夏小白,3,全员撕逼。野生人类动物园。,2020-01-25
427,莱尼圆,4,电影开宗明义讲述人的动物性，即人在什么样的情况下会回归动物本能，复仇并追求所谓的公平正义，而产生的冲动、疯狂、暴力、贪婪，不受控制、不计后果。六个暗黑荒诞的故事很有观赏性，皆蕴含着讽刺与幽默，人的举动有时愚蠢可笑，却又同时发人深省。片头职员表和动物照片数量对应很是有趣。配乐赞。,2015-10-19
428,souvent,3,单元故事，突然爆发的野性。,2015-03-23
429,一匹马赛克,4,魔幻现实主义哈哈哈。荒诞而真实。优秀短篇故事集。,2017-01-12
430,阿莱,4,如果互有关联 会更好,2015-11-11
431,ziqian,4,"今年看过最生猛的片子，洪荒之力大爆发
",2016-08-20
432,小尾巴mori,5,神剧情 不要挑战一个人的底线,2016-01-31
433,一小片,3,3.5南美的还是不对胃口，说黑幽吧也不像别的片子那么淋漓尽致。司机和合婚礼还不错，拍摄手法不喜欢 ，开车那个广告太硬,2015-05-15
434,戎夷先生,5,短篇故事集，特别对口味。人们久在文明中，容易忘记自己是动物，野性是本能。天时地利人和一齐，人的本能就会涌现出来，而文明此时在野性面前不堪一击，这种条件或是压力，或是仇恨，或是利益，因人而异。认识到这一点，才能更清晰地认识他人和自己，看开点，看轻点。1很有创意，偏执而痛快。2里女主的心理才是最有意思的。3又真实又好笑。4里的憋屈和荒诞最让人感同身受，政府是“文明的”高级表现形式，呆板低效是文明的代价。5是“我爸是李刚”背后的故事。6是我最喜欢的，认识到婚姻和爱情是两回事，应该也是生而为人的一大坎了。你欺骗我，我报复你，我们反而能好好的结婚，坦率的做爱了。六部短片，看的痛快淋漓，又怅然若失。,2020-02-25
435,太阳的倒影,3,被骗了…超普通…,2015-04-27
436,旺角反骨仔,4,牛逼，六个故事各有亮点，全都很有趣，把黑色幽默表现到了极致，而且根本猜不到结尾。除了餐厅的那个故事外，每一个故事我都很喜欢，而片子的配乐，剪辑和镜头运用也都很合我口味，实在很赞！,2020-04-17
437,Superhat,4,罪案短篇集，根本停不下来，看完又觉得故事一般，就像一口气看完毒笑和怪笑，或者细思极恐暗黑小剧场。画面清晰干净，煞有介事，犯罪激情爆表。没有特别喜欢的地方，感觉差点烂尾。第一个画面像有意突出国旗色，哈哈；片头的演职员介绍很幽默，so wild。工商银行亮瞎了好吗。,2015-04-02
438,南野树,4,司机互怼、夫妇相杀这两个故事好看,2017-12-06
439,张的礼拜七,4,大跌眼镜，就离谱,2020-11-19
440,收,4,再忙也要看电影,2015-03-13
441,陈独瘦,5,MD，太好看了，最喜欢最后一个,2018-04-22
442,素衣染天香,4,最推荐的就是那个路怒。。。荒诞又真实。,2017-03-30
443,[已注销],5,赶紧出短篇小说集,2015-03-28
444,司徒雷登不要走,3,本以为是动物世界，是兽般的人性解剖课，不料独立章节就地打散黑色讽刺的力度。最爱的故事是结婚，其次公路司机双杀、开头飞机失事。,2020-03-22
445,yuanhan,5,2015最精彩。,2016-04-01
446,Diebiang,5,这个电影有个好处，可以分好几次看。,2015-05-09
447,锅蒸之鱼,3,忍一时风平浪静，凭啥？退一步海阔天空，偏不。故事虽然都是黑色幽默，但能激起“小心眼儿们”强烈的共鸣。那好，让我看看哪些豆瓣好友给这部片子打了五星……,2018-04-04
448,Nicκ,4,人性恶，仇恨主题，政府腐败等。后面四个故事不错,2018-01-07
449,妖怪dodo,5,婚礼那个太NB了！不行了！精彩！！！Bravo！！！！！,2015-09-04
450,艾爵,5,彪悍的人生不需要解释哈哈哈哈,2017-07-22
451,简草,3,气性大的阿根廷人,2015-04-13
452,萩,4,为何我感同身受········因为我有病！！！,2016-02-16
453,pksky,5,加百列复仇记+老鼠药杀人犯+路怒同归于尽+杠精炸弹客养成记（最佳）+趁火打劫讨价还价的顶包案+相生相杀的婚礼闹剧…把社会、阶层、体制、政府黑出翔，文明社会的现代荒诞故事…,2018-12-31
454,米麒麟,3,6th disgust,2015-07-15
455,蔣不,4,暴力是失序的叢林中唯一共通的語言。並非所有人都按照正反打生活。,2016-03-06
456,糖仙贝,5,虽然是去年的电影 但肯定是我今年十佳了 又名“让大爷不爽的都得死！” 1456绝佳,2015-12-07
457,梁氏佑卿,5,大神作,2015-11-25
458,dblddx,5,让人对失控的人性无话可说,2019-08-16
459,W I l l,5,超正！,2015-03-15
460,西罗亚光明,4,【又一个酒神附体的电影，有笑有泪的复仇大赛，库斯图里卡的黑色味精，昆汀的血色糖精，加点马卡维耶夫的迷狂春药，好玩。这片和《天注定》的最大区别，就是我们只剩下填充胸臆的戾气，而阿根廷还保留着无政府主义的癫狂。】蛮荒有致的黑色幽默咏叹调，复仇、暴戾、荒诞、撕破文明、爆炸式快意，过瘾！,2015-03-14
461,wise爱喵咪,4,喜欢公路追车和拖车这两个故事,2015-10-20
462,午夜疯铃,5,反复看了很多遍,2019-04-27
463,Gawiel,5,黑色幽默神作！每个小故事都有着欧亨利式的结局，但比起欧亨利简直是人在气头上，飞奔炸裂的节奏感，贫富悬殊官僚腐败的社会问题也恰到好处的做了荒诞的大背景,2016-07-22
464,钾碳铀氟,4,比起评论说的台译，我还是认为荒蛮故事更能表现出本片深处的精髓。在荒蛮原野的动物，这是我们，这是我们荒诞又野蛮的世界,2016-01-12
465,[已注销],5,真操蛋,2015-05-18
466,/\ 隱廂。,5,这个简直太棒了吧,2020-02-12
467,逍遥吧,5,ICBC赞助了，六个愤怒,2016-12-23
468,迎风追,5,都是抗争。,2015-03-17
469,#やま#,3,就是一堆短片咯？作为长片放有点偷懒的感觉。。。,2017-12-06
470,zergback,5,几个短片组成，黑镜的感觉,2016-11-05
471,feet,4,每个故事都耐人寻味,2017-01-08
472,Anondot,4,(๑•̀ㅂ•́)و✧,2015-02-27
473,毛,4,忧郁症治愈剂,2015-03-01
474,话事人,5,真正的硬核！西班牙电影拿出手的要么怪要么狠,2019-05-06
475,kkk,4,大晚上看完睡觉竟然做了一个非常暴力的杀人的梦。,2019-12-02
476,陌上尘,4,愚蠢的冲动,2018-03-06
477,墨貘,4,看完最后一个故事，差点忘了前面几个在说啥…,2020-02-25
478,鲸落51.7,4,六个独立的故事，串成一个荒蛮社会的缩影。它们都和复仇有关，然后都抛弃了更好的路，走向了困局。,2016-01-03
479,陈裸,5,爆破专家的那个故事编得非常妙，首尾各种嵌合，嘲讽力也强。至于最后的婚礼故事能产生这样的戏剧张力，导演对于节奏的掌控实在精准老到，学习了。,2019-10-12
480,Yome,4,這是個命題：如果你實施你一閃而過的罪惡念頭,2016-01-15
481,bathball·巴思柏,5,魔幻现实主义。,2016-11-27
482,说了我是黑无常,4,厉害死了，我有时觉得蛮夷都可以是褒义词。新郎新娘婚礼没有互相捅死吃了一惊，但是命案估计也用不着等太久。17.5.13 @中国电影资料馆,2017-05-13
483,已注销,3,故事很有意思，但不想再看一遍了－ －,2015-10-08
484,蒙牛,4,哈哈哈哈哈哈哈哈笑死了热评第一“天蝎座集体展示”,2020-11-18
485,人出没注意,4,6个完全独立的故事却一点不显零碎，很过瘾！,2017-07-10
